id,conversation_id,content,machine,failed_responding,flagged,created_at,ordinality,token_size
GRb48wZWVbBL,mxkazJqZ7aJ0,"Hi, I'm LEA! How can I assist you today? 

(Please specify your programme in your question for more precise guidance)",1,0,0,2024-04-29 08:03:02,0,28
M7e58xZAKd2v,mxkazJqZ7aJ0,I would like a re mark of my milestones 1 and 3 please,0,0,0,2024-04-29 08:03:03,1,15
K9b66y1YVbEv,mxkazJqZ7aJ0,"For a reevaluation of your milestones 1 and 3, kindly note that ALX Graders will review all failed and ungraded milestones. If your milestone scores are below 75%, they will be reevaluated to ensure accurate grading. The grading process may take some time, so we appreciate your patience. If you have specific concerns or need further assistance, please reach out to our team through the following link: [ALX Africa Support](https://alxprograms.zendesk.com/hc/en-gb/requests/new).",1,0,0,2024-04-29 08:03:04,2,108
jneg5pkyrbwZ,mxkazzAVyaJ0,"Hi, I'm LEA! How can I assist you today? 

(Please specify your programme in your question for more precise guidance)",1,0,0,2024-03-17 08:53:16,0,28
MvbmwqE6ReYA,mxkazzAVyaJ0,Why I can’t see my average,0,0,0,2024-03-17 08:53:18,1,7
openZRzX5e7A,mxkazzAVyaJ0,"If you are unable to view your average score, it could be due to ongoing grading processes. Your scores might fluctuate as milestones are being reviewed by ALX graders. Rest assured, once the grading is complete, your average score will be updated on your Savanna dashboard. If you have any concerns about your average score visibility, please allow some time for the grading to finalize. If the issue persists, you can always reach out to us for further assistance [here](https://alxprograms.zendesk.com/hc/en-gb/requests/new).",1,0,0,2024-03-17 08:53:19,2,113
8mepgZBR6dMy,mxkazzEMyaJ0,"Hi, I'm LEA! How can I assist you today? 

(Please specify your programme in your question for more precise guidance)",1,0,0,2024-03-17 15:30:15,0,28
4zbqjQ6Vrdpr,mxkazzEMyaJ0,I want to resubmit my milestone who should I contact,0,0,0,2024-03-17 15:30:16,1,12
MYer02BE6bOB,mxkazzEMyaJ0,"If you want to resubmit your milestone, you can follow these steps: 

1. Go to the milestone you want to resubmit.
2. Click on the remove button to delete the previous file you submitted.
3. Once the previous file is removed, click on the choose file button to upload the new milestone.

Remember, you may not be able to resubmit your milestone if it has already been peer-reviewed. If you have any further questions or encounter any difficulties during the resubmission process, feel free to contact our support team at [ALX Customer Support](https://alxprograms.zendesk.com/hc/en-gb/requests/new).",1,0,0,2024-03-17 15:30:17,2,136
oQeZ48vZvbpZ,O5xe70wQ1a7r,"Hi, I'm LEA! How can I assist you today? 

(Please specify your programme in your question for more precise guidance)",1,0,0,2024-03-17 15:32:16,0,28
KQe1j6EV3aJY,O5xe70wQ1a7r,what will happen if I didn't complete the task of the first week which is named of  ALX foundations?,0,0,0,2024-03-17 15:32:18,1,23
Jrb2R82GJbWL,O5xe70wQ1a7r,"If you fail to activate and complete the tasks in Week 1 of the ALX Foundations program, you will not be considered an active learner and may not count as an ALX Foundations participant. It is crucial to follow the outlined steps and guidelines to ensure your progress in the program. If you encounter any challenges or require further assistance, please feel free to reach out to us for support.",1,0,0,2024-03-17 15:32:19,2,78
JxboYnBGjegw,O5xe7m90Bb7r,"Hi, I'm LEA! How can I assist you today? 

(Please specify your programme in your question for more precise guidance)",1,0,0,2024-04-20 21:21:40,0,28
YqaQ1KxPlanj,O5xe7m90Bb7r,"Hello, my marks for some milestone 1 , 4 and 5 show 0% from the eye icon but at the top of the milestone page, my marks and a peer's review are visible. Will my marks be added correctly and display from the eye icon as they should",0,0,0,2024-04-20 21:21:42,1,57
APdRgKyQqeGy,O5xe7m90Bb7r,"We understand your concern regarding the display of your marks for milestone 1, 4, and 5 showing 0% from the eye icon. It's important to note that the grading process might take some time to propagate across systems. If you have already submitted your milestones on time and received feedback at the top of the milestone page, rest assured that your marks will be updated correctly and will eventually display from the eye icon as expected. 

If you encounter any further issues or if your marks do not update as anticipated, we recommend being patient as the system updates. However, if the problem persists or you require more detailed assistance, please feel free to reach out to ALX Africa's team for further support.",1,0,0,2024-04-20 21:21:43,2,143
y1aKO5jOYaQG,O5xe7qZYGb7r,"Hi, I'm LEA! How can I assist you today? 

(Please specify your programme in your question for more precise guidance)",1,0,0,2024-04-03 20:12:11,0,28
9wdLg5kgAbjP,O5xe7qZYGb7r,How to request for new peer review,0,0,0,2024-04-03 20:12:12,1,7
N1aMj5lj5bWm,O5xe7qZYGb7r,"If you wish to request a new peer review, please reach out to us as soon as possible. We are here to assist you in submitting the corrected review. If you need any further clarification or assistance, feel free to contact us.",1,0,0,2024-04-03 20:12:13,2,47
y5eVm0xmWdEP,O5xe7qZYGb7r,Hiw,0,0,0,2024-04-03 20:12:34,3,2
lNbWnjynvayg,O5xe7qZYGb7r,Hello! How can we assist you today?,1,0,0,2024-04-03 20:12:36,4,9
oQeZ4ZJyRbpZ,O5xe7qzz8b7r,"To onboard to the portal, you should first look out for the email with the subject line ""[Your AiCE Learning Journey Begins Now!]"" or ""[Welcome to ALX Foundations: Join our Online Community!]."" Within the first few days of your onboarding, you will receive a welcome email with a link inviting you to join the portal. This email will contain instructions on how to create your portal account. If you can't find the portal login link, please be patient and wait for the invite email with the portal login link. Once you receive the invite, click on the link to access the portal.

If you encounter any issues accessing the portal or if the link is not working, you may experience challenges due to the high number of users. In such cases, try refreshing your browser and ensuring it is updated to the latest version. If problems persist, please reach out to our support team for further assistance.",1,0,0,2024-04-01 16:04:19,2,182
46dBgOwxxe79,O5xe7xJgGa7r,"Hi, I'm LEA! How can I assist you today? 

(Please specify your programme in your question for more precise guidance)",1,0,0,2024-04-10 16:34:50,0,28
BDbDR6yzBel2,O5xe7xJgGa7r,can you list all tools that have been used till week 5 in AI career essential,0,0,0,2024-04-10 16:34:52,1,17
4oeEl1zANd0B,O5xe7xJgGa7r,"We regret to inform you that the specific information regarding the tools used up to week 5 in the AI Career Essentials program is not available in the provided data. For precise details on the tools covered until week 5, we recommend reaching out to ALX Africa's support team at the following link: [ALX Africa Support Team](https://alxprograms.zendesk.com/hc/en-gb/requests/new). They will be able to provide you with the accurate and detailed information you seek.",1,0,0,2024-04-10 16:34:53,2,101
MYer0W2PEbOB,oBDbDjpwYel2,"Hi, I'm LEA! How can I assist you today? 

(Please specify your programme in your question for more precise guidance)",1,0,0,2024-05-17 14:50:47,0,28
l9avg6QWmbG1,oBDbDjpwYel2,"After completing the quizzes between the chapters, they are not showing up as completed in my progress tracker. Additionally, I have successfully completed the Milestone 1 exercise, but I have not been awarded the corresponding points for it.
Could you please look into this issue and help ensure that my progress is accurately reflected?",0,0,0,2024-05-17 14:50:49,1,62
LDdwj60XRb1Y,oBDbDjpwYel2,"We understand your concern regarding the completion status of quizzes and the awarding of points for Milestone 1. Please be assured that our team is actively working on updating progress trackers and grading milestones. 

For quizzes not showing as completed, this might be due to a delay in syncing the data. Rest assured that your completion status will be updated accordingly.

Regarding the points for Milestone 1, if you have successfully completed the exercise, but the points have not been awarded yet, please allow some time for our ALX graders to review and update the scores. They will ensure that your points are accurately reflected in your dashboard.

Thank you for your patience and understanding. Your progress will be updated as soon as possible.",1,0,0,2024-05-17 14:50:50,2,144
ELe3lm64Qa69,oBDbDjpwYel2,okay thanks,0,0,0,2024-05-17 14:52:05,3,2
GRb48n656bBL,oBDbDjpwYel2,"You're welcome! If you have any specific questions related to your program or any other inquiries, please feel free to let us know. We're here to help you!",1,0,0,2024-05-17 14:52:06,4,34
4zbqjQ01kdpr,oBDbDoOnxal2,"Hi, I'm LEA! How can I assist you today? 

(Please specify your programme in your question for more precise guidance)",1,0,0,2024-03-18 09:51:34,0,28
MYer02x1WbOB,oBDbDoOnxal2,what i should write in morning pages?,0,0,0,2024-03-18 09:51:36,1,8
l9avgQB1MbG1,oBDbDoOnxal2,"Morning Pages are a powerful tool for reflection and creativity. When writing your Morning Pages, you can freely jot down your thoughts, feelings, dreams, goals, or anything that comes to mind without any judgment. This practice helps clear your mind, boost creativity, and set a positive tone for the day ahead. Remember, there are no strict rules for Morning Pages, so feel free to express yourself in any way that feels right for you. If you need further guidance or inspiration, consider exploring different prompts or writing exercises to enhance your Morning Pages experience.",1,0,0,2024-03-18 09:51:37,2,109
jnegJmMy6dwZ,oBDbDxxVAbl2,"Hello, I'm LEA, your experience assistant. How can I guide you today?",1,0,0,2024-02-06 08:47:58,0,18
pnelYrE06aKB,oBDbDxxVAbl2,"My date of birth, expensive",0,0,0,2024-02-06 08:48:00,1,6
MvbmZvNk0dYA,oBDbDxxVAbl2,Hello! How can I assist you today?,1,0,0,2024-02-06 08:48:01,2,9
zPdyPL2zWbQr,oBDbDxxVAbl2,"My date of birth, experience and some other information is not set",0,0,0,2024-02-06 08:48:22,3,13
xkazpMYA8dJ0,oBDbDxxVAbl2,"I apologize for any confusion, but as an AI assistant, I don't have access to personal information or the ability to set or update it. My purpose is to provide information and assist with any questions you may have based on the available knowledge base. If you have any other questions or need assistance with a different topic, feel free to ask!",1,0,0,2024-02-06 08:48:23,4,69
pnelYmjvlaKB,Opnel8KgleKB,"Hello, I'm LEA, your experience assistant. How can I guide you today?",1,0,0,2023-11-25 19:43:01,0,18
MvbmZnl2pdYA,Opnel8KgleKB,I can't find my Salesforce group on my portal.,0,0,0,2023-11-25 19:43:02,1,11
open5onY4d7A,Opnel8KgleKB,"To find your Salesforce group on your portal, you can follow these steps:

1. Log in to your portal using your credentials.
2. Navigate to the Community tab on the left navigation bar.
3. Look for the Salesforce Pilot program spaces in the community tab.
4. Within the Salesforce Pilot program spaces, you should be able to find your Salesforce group.

If you are unable to locate your group, please reach out to your community ambassadors or contact the ALX Support Team for further assistance.

Is there anything else I can assist you with?",1,0,0,2023-11-25 19:43:03,2,109
l9av2zKYVaG1,Opnel8KgleKB,How do I reach out to ALX Support team,0,0,0,2023-11-25 19:44:39,3,10
LDdwpAMEJe1Y,Opnel8KgleKB,"To reach out to the ALX Support team, you can use the web form provided by ALX. Simply visit the ALX Support web form by clicking on this [link](https://alxprograms.zendesk.com/hc/en-gb/requests/new). Fill out the necessary information and submit your request. The ALX Support team will get back to you as soon as possible to assist you with any issues or questions you may have.

Is there anything else I can assist you with?",1,0,0,2023-11-25 19:44:40,4,100
nXe0g9gLvdxr,Opnel93rJaKB,"I don't agree with my peer's review, what should I do?",0,0,0,2024-03-24 12:15:24,1,15
jneg5k5kYbwZ,Opnel93rJaKB,"If you disagree with your peer's review, and you believe it may impact your milestone outcome, don't worry. ALX graders review all failed milestones, ensuring fairness in the evaluation process. If necessary, you can also resubmit the milestone during the Grace period. Remember to keep an eye on your emails for any communication from the program team. If you have any urgent concerns or need further assistance, feel free to reach out to support for guidance.",1,0,0,2024-03-24 12:15:25,2,92
8mepgzgz6dMy,Opnel93rJaKB,I disagree with my peer's review but I've had passed the milestone,0,0,0,2024-03-24 12:16:27,3,14
4zbqj2j2rdpr,Opnel93rJaKB,"If you disagree with your peer's review but have already passed the milestone, there is no need to worry. Your milestone outcome is determined based on the passing criteria set by ALX, which includes achieving a minimum score of 75%. As long as you have met this requirement, your milestone will be considered as passed, regardless of any disagreements with your peer's review. Keep up the good work, and if you have any further concerns or questions, feel free to reach out to us for assistance.",1,0,0,2024-03-24 12:16:28,4,100
QBeX6M6MmbyK,Opnel93rJaKB,where I can find my peer's comments about my milestone's review,0,0,0,2024-03-24 12:17:29,5,13
4QbY6M6Qpdzq,Opnel93rJaKB,"To access your peer's comments about your milestone review, you can follow these steps:

1. Log in to Savanna.
2. Navigate to the ""QA reviews"" tab.
3. Locate the milestone for which you received a peer review.
4. Click on the milestone to view the comments and feedback provided by your peer.

If you encounter any difficulties or need further assistance, please feel free to reach out to us via the support link: [ALX Support](https://alxprograms.zendesk.com/hc/en-gb/requests/new).",1,0,0,2024-03-24 12:17:30,6,112
BDbDRqEOAel2,OpnelgNYgdKB,"Hi, I'm LEA! How can I assist you today? 

(Please specify your programme in your question for more precise guidance)",1,0,0,2024-03-17 18:12:37,0,28
YQdJZ8Xn9dOG,OpnelgNYgdKB,AICE,0,0,0,2024-03-17 18:12:39,1,2
y1aKO8EolaQG,OpnelgNYgdKB,Hello! How can we assist you with the AICE program today?,1,0,0,2024-03-17 18:12:40,2,14
WZdP1jJwyeKg,OpnelgNYgdKB,what will happen if I couldn’t finish everything before the deadline ?,0,0,0,2024-03-17 18:12:49,3,13
YqaQ1kLxManj,OpnelgNYgdKB,"If you are unable to finish everything before the deadline, it is crucial to note that meeting deadlines is essential in our programs. Failure to submit milestones or projects on time may result in deductions or even put you at risk of not graduating from the program. However, you may still have options such as submitting late with penalties, depending on the specific program guidelines. It's advisable to strive to complete tasks within the stipulated time to avoid any negative consequences. If you have further concerns or need specific assistance regarding your situation, feel free to reach out to our team at [ALX Customer Support](https://alxprograms.zendesk.com/hc/en-gb/requests/new).",1,0,0,2024-03-17 18:12:50,4,136
N1aM8OXQBeWm,Opnelm91JaKB,"Hello, I'm LEA, your experience assistant. How can I guide you today?",1,0,0,2024-03-04 06:08:27,0,18
J0dNkQG9KeLO,Opnelm91JaKB,My profile is not correct.,0,0,0,2024-03-04 06:08:28,1,6
3YaOYVGyGdxq,Opnelm91JaKB,"You can update your personal information on the portal by going to your profile and clicking on edit to make the necessary changes. Remember that you cannot modify sections such as Education and Country. If you encounter any issues or need further assistance, feel free to reach out for support. Is there anything else I can assist you with today?",1,0,0,2024-03-04 06:08:29,2,65
KQe1wxMrobJY,Opnelm91JaKB,"No, thank you",0,0,0,2024-03-04 06:09:02,3,4
Jrb2kzXvPdWL,Opnelm91JaKB,Hi! Is there anything else I can assist you with today?,1,0,0,2024-03-04 06:09:03,4,13
xkazp24n7dJ0,OpnelmOL5aKB,"Hello, I'm LEA, your experience assistant. How can I guide you today?",1,0,0,2024-02-29 17:43:55,0,18
BDbDkMZ0Yal2,OpnelmOL5aKB,Please I still have not had my milestone 1 results. Kindly look into that for me,0,0,0,2024-02-29 17:43:57,1,19
4oeERNXPKa0B,OpnelmOL5aKB,"Your scores might fluctuate as grading is still in process. ALX Graders will review all failed and ungraded milestones, so you do not need to worry. Kindly give the team some time; your scores will be updated once grading is over. If you have any further questions or concerns, feel free to ask. How else can I assist you today?",1,0,0,2024-02-29 17:43:58,2,73
Jrb2knqgjdWL,OpnelmOL5aKB,How do we go about this data cleaning worksheet? What exactly I'm I required to do?,0,0,0,2024-02-29 17:47:06,3,19
ELe31orj4b69,OpnelmOL5aKB,"To begin the data cleaning worksheet, you will need to follow the instructions outlined in the module on Preparing Data. This involves tasks such as cleaning and analyzing spreadsheet data, working with various data types, and finding and fixing data anomalies. Additionally, you will cover topics like summarizing data using descriptive statistics, identifying patterns, and testing assumptions for model accuracy. It is crucial to carefully go through each step and ensure that your data is accurate and well-prepared for further analysis. Is there anything else I can assist you with today?",1,0,0,2024-02-29 17:47:07,4,106
YRdGZz13JbDz,OpnelykElaKB,"Hi, I'm LEA! How can I assist you today? 

(Please specify your programme in your question for more precise guidance)",1,0,0,2024-04-10 18:20:05,0,28
9wdLg0j3rbjP,OpnelykElaKB,How many points does on need to graduate,0,0,0,2024-04-10 18:20:06,1,8
N1aMjNk3GbWm,OpnelykElaKB,"To graduate from the ALX programs, the passing score required is 75%. This means that to successfully complete the program, you need to achieve a score of 75% or higher on all required tests, milestones, and assessments. If you have any further inquiries or need specific details about your program, please feel free to reach out to our team at https://alxprograms.zendesk.com/hc/en-gb/requests/new.",1,0,0,2024-04-10 18:20:07,2,89
Vyb8q6KMLdvA,Oy5eVKqEOaEP,"Hello, I'm LEA, your experience assistant. How can I guide you today?",1,0,0,2024-03-12 22:03:16,0,18
MYer0XxzpbOB,oBDbDKz86al2,"When is it suitable to use a direct message (DM) to communicate with someone on Slack?(Check all that apply)


When you need to ask a colleague a quick question or seek clarification.


When you want to share a funny GIF or personal anecdote.


To share the agenda for an upcoming meetings with all those invited


When you want to share important information or make an official announcement to the entire team.",0,0,0,2024-04-06 09:40:57,7,81
l9avgDBE5bG1,oBDbDKz86al2,"When is it suitable to use a direct message (DM) to communicate with someone on Slack? 

- When you need to ask a colleague a quick question or seek clarification.
- To share important information or make an official announcement to the entire team.

If you have any further questions or need additional assistance, please feel free to reach out to ALX's team at [ALX Customer Support](https://alxprograms.zendesk.com/hc/en-gb/requests/new).",1,0,0,2024-04-06 09:40:58,8,97
oQeZ4pB25bpZ,oBDbDKz86al2,"In which scenario would using a Slack channel be most appropriate?


When you need to send a detailed report or important announcement to your entire team


When you want to collaborate and discuss a specific project or topic with a group of people.


When you need to have a private one-on-one conversation with a colleague.


When you need to share a cute picture of your newly born goat with your family.",0,0,0,2024-04-06 09:43:41,9,78
KQe1jQlXmaJY,oBDbDKz86al2,"When you want to collaborate and discuss a specific project or topic with a group of people, using a Slack channel would be most appropriate. This allows for organized discussions and sharing of relevant information within a specific group. 

If you have any further questions or need additional assistance, please feel free to reach out to ALX's team at [ALX Customer Support](https://alxprograms.zendesk.com/hc/en-gb/requests/new).",1,0,0,2024-04-06 09:43:42,10,90
y5eVmlxYvdEP,oBDbDKz86al2,"Which of the following statements are true about technical documentation? (Check all that apply)


It ensures consistency in processes and procedures.


It helps the company provide employment to more people.


It helps onboard new team members quickly.


It helps bridge the tech divide in a company",0,0,0,2024-04-06 09:48:54,11,52
lNbWnmyZQayg,oBDbDKz86al2,"The following statements are true about technical documentation:

- It ensures consistency in processes and procedures.
- It helps onboard new team members quickly.

If you have any further questions or need additional assistance, please feel free to reach out to ALX's team at [ALX Customer Support](https://alxprograms.zendesk.com/hc/en-gb/requests/new).",1,0,0,2024-04-06 09:48:55,12,74
4zbqjlNLpdpr,oBDbDVNpYel2,"Hi, I'm LEA! How can I assist you today? 

(Please specify your programme in your question for more precise guidance)",1,0,0,2024-03-20 20:53:15,0,28
MYer0mOVpbOB,oBDbDVNpYel2,"I need to make a peer review, but there is nothing to review. Also, I missed on weekly test 1. How can I make up for it?  This is a colleague's question",0,0,0,2024-03-20 20:53:17,1,40
l9avg8VL5bG1,oBDbDVNpYel2,"If there are no peer review assignments available for you to complete, don't worry! You can continue with your learning activities. As for missing Weekly Test 1, unfortunately, missed tests cannot be made up for. However, you can focus on doing your best in upcoming assessments and assignments to make up for any missed opportunities. If you have any further concerns or need assistance, feel free to reach out to our team at https://alxprograms.zendesk.com/hc/en-gb/requests/new. We're here to help!",1,0,0,2024-03-20 20:53:18,2,108
KQe1jnN5ZaJY,Opnel4DOreKB,"Hi, I'm LEA! How can I assist you today? 

(Please specify your programme in your question for more precise guidance)",1,0,0,2024-05-05 15:20:26,0,28
Jrb2RoN6MbWL,Opnel4DOreKB,Am having trouble accessing calender for cohort 3   ALX AiCE Programme,0,0,0,2024-05-05 15:20:27,1,16
ELe3lpX7Aa69,Opnel4DOreKB,"We recommend ensuring that you are using a computer, not a phone, to add the calendar. You can follow the step-by-step guide or video guide provided in the document ""Onboarding week real-time fix"" for the ALX AiCE Program Calendar. To access the calendar for Cohort 3 of the ALX AiCE Programme, you can click on this link: [ALX AiCE Program Calendar for Cohort 3](https://calendar.google.com/calendar/u/7?cid=Y180NjQwNWY0YzY5ZWExYTMwYjliZGE5Mjk2MGE5ZjNiYTYwZGVjYzkyNTE4MGQ4ODFlMGNiMTVkMjcyMjQyNDkwQGdyb3VwLmNhbGVuZGFyLmdvb2dsZS5jb20).

If you encounter any challenges, there are step-by-step and video guides available in the document to assist you in adding the calendar to your personal calendar. If you require further assistance, please feel free to reach out to ALX Africa's support team.",1,0,0,2024-05-05 15:20:28,2,240
openZokM5e7A,Opnel4DOreKB,Other materials for the above Programme?,0,0,0,2024-05-05 15:21:08,3,7
JxboY0lNYegw,Opnel4DOreKB,"For the ALX AiCE Programme, the primary materials you need to succeed are the learning content provided on Savanna. Additionally, you will receive study materials and resources to delve deeper into the topics and guide you through your projects. These resources include tutorials for each course in the program and curated tools from the web to enhance your understanding of software engineering languages.

To excel in the ALX Data Programmes, it is recommended to have access to a laptop or desktop with a strong internet connection. Basic computer literacy, a current email account, and access to Google Office productivity apps are essential. Hardware requirements include a minimum of Windows 7 (Windows 10 recommended) or MacOS running Parallels for Windows, a minimum i3 processor with 2 GHz clock speed, at least 4 GB of RAM, and a 10 Mbps internet connection with 20 GB of monthly data.

Furthermore, the ALX programmes are designed to provide an engaging and interactive learning experience. You will have access to downloadable content, online instructional material, peer interaction through the ExploreAI forum, real-world case studies, quizzes, and ongoing project submissions to apply your learning each week.

If you have any specific inquiries regarding additional materials for the ALX AiCE Programme or any other questions, please feel free to let us know or reach out to ALX Africa's support team for further assistance.",1,0,0,2024-05-05 15:21:09,4,273
3YaO78xRQaxq,Opnel9gVgaKB,"Hi, I'm LEA! How can I assist you today? 

(Please specify your programme in your question for more precise guidance)",1,0,0,2024-03-23 10:03:20,0,28
WZdP1Qy82eKg,Opnel9gVgaKB,"When i click the ""google workspace"" module I only see one page which is ""check your understanding : google workspace""",0,0,0,2024-03-23 10:03:21,1,24
YqaQ17zRZanj,Opnel9gVgaKB,"I'm sorry for the inconvenience you're experiencing with the ""Google Workspace"" module. It seems like you're only able to access the ""Check Your Understanding: Google Workspace"" page. 

If you're unable to access the full content of the module, I recommend reaching out to our technical support team for further assistance. You can contact them by submitting a request at the following link: [ALX Technical Support](https://alxprograms.zendesk.com/hc/en-gb/requests/new).

If you encounter any other issues or have additional questions, feel free to let us know how we can help!",1,0,0,2024-03-23 10:03:22,2,123
X7axG5kNJeyv,OpnellrDreKB,"Hi, I'm LEA! How can I assist you today? 

(Please specify your programme in your question for more precise guidance)",1,0,0,2024-04-25 23:46:58,0,28
zPdy85POVbQr,OpnellrDreKB,Please do you offer certification for the below programme? ALX AiCE – AI Career Essentials,0,0,0,2024-04-25 23:47:00,1,18
xkazm5pNreJ0,OpnellrDreKB,"Yes, upon successfully completing the ALX AiCE program, you will receive a certificate of completion that acknowledges your participation and the skills you have developed.",1,0,0,2024-04-25 23:47:01,2,30
y5eVmrOk5dEP,OpnellrDreKB,Internationally recognised?,0,0,0,2024-04-25 23:48:16,3,4
lNbWnv6lWayg,OpnellrDreKB,"Yes, the ALX AiCE program provides a joint certificate from ALX and Holberton, an internationally recognized coding school.",1,0,0,2024-04-25 23:48:17,4,26
46dBgpB2xe79,OpnellrDreKB,The programme requires how many hours per day?,0,0,0,2024-04-25 23:50:12,5,9
BDbDRrk2Bel2,OpnellrDreKB,The program requires approximately 20-30 hours per week to be dedicated to successfully complete the course.,1,0,0,2024-04-25 23:50:13,6,20
4QbY6xER0dzq,OpnellrDreKB,On which days of the week?,0,0,0,2024-04-25 23:51:25,7,7
oQeZ4y6RvbpZ,OpnellrDreKB,"The ALX AiCE program typically includes live learning sessions on Tuesdays and introductory sessions on Fridays, with peer learning sessions scheduled for Wednesdays to facilitate collaboration, discussion, and insights sharing among participants.",1,0,0,2024-04-25 23:51:26,8,41
8mepgKYP1dMy,OpnellrDreKB,What happens if you miss any of these days,0,0,0,2024-04-25 23:53:06,9,9
4zbqj5x93dpr,OpnellrDreKB,"If you miss any scheduled sessions or deadlines, including live learning sessions, introductory sessions, or peer learning sessions, it is crucial to communicate with the program team promptly. You may have the option to catch up on missed content or submit late assignments, but it's important to follow the guidelines provided by the program to minimize any negative impact on your progress. For specific guidance tailored to your situation, we recommend reaching out to ALX Africa's team for personalized assistance.",1,0,0,2024-04-25 23:53:07,10,92
l9avg52rgbG1,OpnellrDreKB,Do I have the option to select days for each session,0,0,0,2024-04-25 23:55:01,11,11
LDdwj5pvmb1Y,OpnellrDreKB,Could you please specify which program you are inquiring about so we can provide you with the most accurate information regarding the session days?,1,0,0,2024-04-25 23:55:02,12,26
oQeZ4y6NEbpZ,OpnellrDreKB,Do I have the option to select days for each session for the ALX AiCE program,0,0,0,2024-04-25 23:56:16,13,18
KQe1jqwPoaJY,OpnellrDreKB,"The ALX AiCE program offers flexibility for students to work at their own pace and choose when and how they want to study. While live learning sessions are typically scheduled on Tuesdays and Thursdays, with the Thursday session being optional, you have the freedom to manage your study schedule within the recommended minimum of 20-30 hours per week. If you have specific preferences or constraints regarding session days, we recommend reaching out to the program team for further assistance tailored to your needs.",1,0,0,2024-04-25 23:56:17,14,96
pmbk5KRNYezJ,OpnellrDreKB,What is ALX,0,0,0,2024-04-25 23:57:49,15,4
pnelOLYNJdKB,OpnellrDreKB,"ALX, short for Africa Leadership X, is a leading technology training provider focused on accelerating the careers of young Africans by equipping them with the necessary technology and professional skills to excel in the digital economy. ALX is part of the African Leadership Group (ALG), known for its work in developing ethical and entrepreneurial leaders across the continent. Through agile and modular programs, ALX aims to address the talent gaps faced by companies globally by offering in-demand technology career training to empower young Africans for career growth in the digital era. If you have further inquiries or need more detailed information, please do not hesitate to reach out to ALX Africa's team for personalized assistance.",1,0,0,2024-04-25 23:57:50,16,133
YQdJZA6xldOG,OpnellrDreKB,AiCE means?,0,0,0,2024-04-25 23:59:41,17,4
y1aKOBryzaQG,OpnellrDreKB,"ALX AiCE stands for ALX AI Career Essentials Program. It is a comprehensive program designed to equip learners with essential AI literacy skills that are crucial for kickstarting their careers in the digital era. This program integrates technical knowledge, professional skills, and AI tools training to provide a well-rounded learning experience that prepares individuals for success in today's digital workforce. If you have further questions or need more detailed information about the ALX AiCE program, please feel free to reach out to us for personalized assistance.",1,0,0,2024-04-25 23:59:42,18,101
oQeZ4y6nEbpZ,OpnellrDreKB,thanks,0,0,0,2024-04-26 00:00:59,19,1
KQe1jqwNoaJY,OpnellrDreKB,"Before we proceed, could you please specify which program you are inquiring about? This will help us provide you with the most accurate and relevant information to assist you effectively. Thank you.",1,0,0,2024-04-26 00:01:00,20,37
KQe1jwz0jaJY,OpnelPN0jeKB,I can’t access my squad and community,0,0,0,2024-03-08 18:24:07,1,8
oQeZ46DA6bpZ,OpnelPN0jeKB,"Hello, I'm LEA, your experience assistant. How can I guide you today?",1,0,0,2024-03-08 18:24:05,0,18
Jrb2RkAyvbWL,OpnelPN0jeKB,"I'm sorry to hear that you're having trouble accessing your squad and community. To engage with your peers and locate your squad space, please sign into the portal and click on the community tab. Your squad should be visible there for you to interact with fellow participants and team members. If you're still experiencing difficulties, please reach out to ALX's team for further assistance.",1,0,0,2024-03-08 18:24:08,2,75
Jxbo2m8Kkagw,Oy5eV5n7vdEP,"Hello, I'm LEA, your experience assistant. How can I guide you today?",1,0,0,2023-11-10 11:16:06,0,18
MYerkpB5WaOB,Oy5eV5n7vdEP,"Hallo too, am not able to access my canvas content. Kindly assist",0,0,0,2023-11-10 11:16:08,1,15
l9av2wR5MaG1,Oy5eV5n7vdEP,"I'm sorry to hear that you're having trouble accessing your Canvas content. The knowledge base provides some steps to troubleshoot this issue. You can try the following:

1. Refresh your browser.
2. Ensure your browser is updated to the latest version.
3. Clear your cache and cookies.
4. Use a private or incognito window when logging in.
5. Switch to a different internet browser (Google Chrome or Mozilla).
6. If you're accessing Canvas on a mobile device, it's recommended to use a laptop instead.

If the issue persists after trying these steps, you may need to reach out to the ALX Support Team for further assistance. You can contact them by submitting a request through this link: [ALX Support Team](https://alxprograms.zendesk.com/hc/en-gb/requests/new).

Please let me know if there's anything else I can assist you with!",1,0,0,2023-11-10 11:16:09,2,183
9wdLgwjVgbjP,Oy5eVGpMBaEP,"Hi, I'm LEA! How can I assist you today? 

(Please specify your programme in your question for more precise guidance)",1,0,0,2024-05-10 16:27:51,0,28
N1aMjxkVQbWm,Oy5eVGpMBaEP,How do I access my AiCE C2 Certificate,0,0,0,2024-05-10 16:27:53,1,10
